时间,基准收益,策略收益,当日盈利,当日亏损,当日买入,当日卖出,超额收益(%),cash,dd,risk_on
2015-01-05 16:00:00,0.37,0.87,873,0,47571,0,0.5,52359,-0.00085183094127317,0
2015-01-06 16:00:00,2.4,1.23,359,0,8190,0,-1.14,44159,0,0
2015-01-07 16:00:00,2.31,1.61,380,0,0,0,-0.68,44159,-0.0011599331563944,0
2015-01-08 16:00:00,2.27,0.59,0,-1019,0,0,-1.64,44159,-0.0111766440578,0
2015-01-09 16:00:00,1.67,-0.07,0,-659,0,0,-1.71,44159,-0.017654575838003,0
2015-01-12 16:00:00,0.58,-1.66,0,-1590,5896,0,-2.23,38208,-0.033284183623317,0
2015-01-13 16:00:00,2.32,-1.05,607.49,0,2936,-3507,-3.29,38735.493,-0.02731256266588,0
2015-01-14 16:00:00,1.85,-1.38,0,-335.52,2388,-2518,-3.17,38827.975,-0.030610685146958,0
2015-01-15 16:00:00,2.34,-0.76,627.19,0,3044,-3810,-3.03,39545.165,-0.024445443821882,0
2015-01-16 16:00:00,3.73,-0.22,534.23,0,2369,-1772,-3.81,38916.393,-0.01919401356532,0
2015-01-19 16:00:00,1.36,-3.28,0,-3062.34,6060,-2338,-4.58,35152.055,-0.049296618499951,0
2015-01-20 16:00:00,5.13,-0.97,2315.66,0,2756,-2339,-5.8,34692.716,-0.026533805170549,0
2015-01-21 16:00:00,7.27,1.04,2012.33,0,826,-1672,-5.81,35522.044,-0.006752737638848,0
2015-01-22 16:00:00,8.98,2.22,1181,0,0,0,-6.2,35522.044,-0.0010261016412897,0
2015-01-23 16:00:00,7.87,2.59,369.27,0,0,-7734,-4.89,43238.31,-0.0047051605716081,0
2015-01-26 16:00:00,10.2,3.55,958,0,0,0,-6.03,43238.31,-0.00063695921077278,0
2015-01-27 16:00:00,11.05,3.93,375,0,3850,0,-6.41,39383.31,0,0
2015-01-28 16:00:00,10.6,3.74,0,-183.19,3880,-6186,-6.2,41668.124,-0.0085616637344268,0
2015-01-29 16:00:00,9.91,4.02,279,0,5614,0,-5.36,36044.124,-0.0058953540538151,0
2015-01-30 16:00:00,8.61,3.71,0,-309,4288,0,-4.51,31751.124,-0.0096633927117623,0
2015-02-02 16:00:00,8.43,2.27,0,-1442.15,5203,-9149,-5.68,35652.975,-0.023434195217568,0
2015-02-03 16:00:00,10.4,2.91,637.78,0,8940,-6217,-6.78,32858.758,-0.017344128425191,0
2015-02-04 16:00:00,10.38,3.56,652.55,0,9445,-4445,-6.18,27829.313,-0.011113006655404,0
2015-02-05 16:00:00,10.39,3.96,403.35,0,0,-1650,-5.82,29472.663,-0.0085352172074022,0
2015-02-06 16:00:00,8.29,2.56,0,-1404,0,0,-5.29,29472.663,-0.021924541184154,0
2015-02-09 16:00:00,7.42,2.14,0,-424,0,0,-4.92,29472.663,-0.025968040732689,0
2015-02-10 16:00:00,8.76,3.64,1502,0,0,0,-4.71,29472.663,-0.011644134313115,0
2015-02-11 16:00:00,10.25,3.65,8.95,0,8002,-3048,-5.99,24495.615,-0.01155876306793,0
2015-02-12 16:00:00,11.22,4.75,1102.37,0,0,-5632,-5.82,30116.983,-0.0010459694115172,0
2015-02-13 16:00:00,13.08,5.58,830.99,0,8274,-5008,-6.63,26825.975,-0.003623838914698,0
2015-02-16 16:00:00,15.56,6.81,1225,0,0,0,-7.57,26825.975,-0.00049598080086399,0
2015-02-17 16:00:00,16.47,7.44,634.95,0,5688,-4052,-7.75,25170.923,0,0
2015-02-25 16:00:00,16.21,7.11,0,-329.19,7238,-12195,-7.83,30090.728,-0.0061517204664159,0
2015-02-26 16:00:00,16.89,7.46,351,0,0,0,-8.07,30090.728,-0.0028949272783133,0
2015-02-27 16:00:00,18.49,8.48,1018,0,3849,0,-8.45,26236.728,0,0
2015-03-02 16:00:00,21.4,9.57,1090.21,0,0,-3788,-9.74,30015.94,0,0
2015-03-03 16:00:00,20.81,8.34,0,-1226,3553,0,-10.32,26457.94,-0.011919533753803,0
2015-03-04 16:00:00,22.95,8.96,620,0,0,0,-11.38,26457.94,-0.006265279027439,0
2015-03-05 16:00:00,23.61,8.63,0,-335,0,-4996,-12.12,31443.944,-0.0093203640537506,0
2015-03-06 16:00:00,21.75,8.55,0,-78,0,0,-10.84,31443.944,-0.01003170577739,0
2015-03-09 16:00:00,23.61,9.8,1250.75,0,0,-3250,-11.17,34685.694,-8.195848431225E-5,0
2015-03-10 16:00:00,25.53,10.54,739.19,0,6602,-4810,-11.94,32868.884,-0.00072318421190509,0
2015-03-11 16:00:00,25.53,11.59,1049.24,0,15775,-14756,-11.1,31795.128,0,0
2015-03-12 16:00:00,24.67,10.54,0,-1049.92,7096,-7924,-11.33,32595.204,-0.013044386162258,0
2015-03-13 16:00:00,26.91,11.19,649.96,0,7793,-4045,-12.39,28828.159,-0.0072413307152418,0
2015-03-16 16:00:00,31.12,13.37,2178.14,0,6485,-11860,-13.54,34166.299,0,0
2015-03-17 16:00:00,32.61,15.09,1724.87,0,11930,-11129,-13.21,33324.17,-0.00099680570992822,0
2015-03-18 16:00:00,35.23,16.93,1833.94,0,6305,-4064,-13.53,31064.106,-0.0001966633817041,0
2015-03-19 16:00:00,36.32,18.16,1227.67,0,0,-3334,-13.32,34389.772,0,0
2015-03-20 16:00:00,38.01,19.58,1427.66,0,4068,-4337,-13.35,34644.435,-0.00035945232339318,0
2015-03-23 16:00:00,42.02,22.73,3149.99,0,8908,-4011,-13.58,29728.424,0,0
2015-03-24 16:00:00,43.6,24.31,1571.84,0,0,-4161,-13.43,33880.263,-0.00020911876363716,0
2015-03-25 16:00:00,45.75,25.12,815.24,0,13928,-11762,-14.15,31672.501,-0.0035773357628153,0
2015-03-26 16:00:00,42.88,24.1,0,-1017,3912,0,-13.14,27755.501,-0.020118198204378,0
2015-03-27 16:00:00,44.51,25.78,1677,0,3828,0,-12.96,23922.501,-0.0068771391821089,0
2015-03-30 16:00:00,44.66,25.4,0,-384.49,10382,-16487,-13.31,29981.014,-0.0099129263379201,0
2015-03-31 16:00:00,45.68,24.91,0,-487.89,4044,-4890,-14.26,30812.124,-0.013765150718585,0
2015-04-01 16:00:00,49.45,27.64,2734,0,2771,0,-14.59,28036.124,-0.00024280756222428,0
2015-04-02 16:00:00,53.26,30.36,2713.53,0,8461,-13473,-14.94,33009.651,0,0
2015-04-03 16:00:00,56.27,32.97,2616.03,0,8937,-6973,-14.91,31018.678,-0.00023307801366224,0
2015-04-07 16:00:00,59.28,36.01,3033.86,0,3240,-4140,-14.61,31904.538,-0.00030871561968293,0
2015-04-08 16:00:00,56.87,36.01,9.11,0,13186,-19886,-13.3,38544.652,-0.0060725349169296,0
2015-04-09 16:00:00,55.45,34.47,0,-1541.04,8704,-3037,-13.5,32859.615,-0.017333667276473,0
2015-04-10 16:00:00,59.28,36.23,1751.82,0,4527,-10183,-14.47,38485.432,-0.0045322594538846,0
2015-04-13 16:00:00,62.81,40.48,4257.88,0,4424,-4117,-13.72,38164.315,-0.0001494616019444,0
2015-04-14 16:00:00,63.09,42.18,1694.55,0,8795,-7450,-12.82,36796.865,-0.0037976493321374,0
2015-04-15 16:00:00,56.63,38.36,0,-3822.86,13130,-3858,-11.66,27501.007,-0.03058339496047,0
2015-04-16 16:00:00,58.3,39.29,936.84,0,0,-13159,-12.01,40631.848,-0.024019200130269,0
2015-04-17 16:00:00,58.73,38.84,0,-453.36,5188,-6360,-12.53,41787.488,-0.027195772641741,0
2015-04-20 16:00:00,55.18,35.9,0,-2941.25,10730,-5250,-12.42,36287.238,-0.047804326328364,0
2015-04-21 16:00:00,61.2,39.83,3931.26,0,8921,-4737,-13.26,32083.501,-0.020259015799938,0
2015-04-22 16:00:00,65.83,42.97,3140.07,0,8510,-14932,-13.79,38465.569,-0.00012588594946983,0
2015-04-23 16:00:00,67.65,43,36,0,3414,0,-14.7,35046.569,-0.0062748610533474,0
2015-04-24 16:00:00,67.96,42.73,0,-270.4,10720,-18397,-15.02,42670.172,-0.0081538240702266,0
2015-04-27 16:00:00,68.81,42.8,70.54,0,12702,-19462,-15.41,49375.71,-0.0088937195166794,0
2015-04-28 16:00:00,63.38,40.06,0,-2745.65,18317,-11651,-14.27,42658.059,-0.027949337150827,0
2015-04-29 16:00:00,67.69,42.46,2403.21,0,13946,-12785,-15.05,41509.274,-0.01127032509407,0
2015-04-30 16:00:00,68.9,42.29,0,-177.01,22460,-24009,-15.75,42979.265,-0.012498819109442,0
2015-05-04 16:00:00,70.39,43.39,1104.65,0,11718,-20352,-15.85,51552.913,-0.0048322402513409,0
2015-05-05 16:00:00,66.03,41.21,0,-2179.79,2767,-4792,-14.95,53563.121,-0.019960631614254,0
2015-05-06 16:00:00,65.47,40.47,0,-741,3314,0,-15.11,50244.121,-0.02510338743679,0
2015-05-07 16:00:00,62.7,39.04,0,-1429.68,4260,-11683,-14.54,57635.438,-0.035025803864093,0
2015-05-08 16:00:00,70.46,43.4,4356.98,0,6488,-4022,-15.87,55150.416,-0.0047871075372867,0
2015-05-11 16:00:00,78.71,47.76,4361,0,0,0,-17.32,55150.416,-0.00039238126556429,0
2015-05-12 16:00:00,83.35,48.76,1005.06,0,3232,-8943,-18.87,60837.473,-0.00074559958710707,0
2015-05-13 16:00:00,84.77,49.82,1062,0,3611,0,-18.92,57221.473,-0.0047099159135191,0
2015-05-14 16:00:00,86,51.42,1590.54,0,12806,-5462,-18.59,49847.011,-0.00074573670738676,0
2015-05-15 16:00:00,86.11,50.41,0,-1007.57,3636,-5567,-19.18,51757.444,-0.0084253305149042,0
2015-05-18 16:00:00,91.49,52.48,2071.74,0,4058,-8260,-20.37,55941.184,0,0
2015-05-19 16:00:00,96.29,55,2525.24,0,0,-11764,-21.04,67678.42,0,0
2015-05-20 16:00:00,101.28,57.26,2256.29,0,0,-6706,-21.87,74399.714,-0.0089300505047608,0
2015-05-21 16:00:00,108.81,60.43,3174,0,9738,0,-23.17,64651.714,-1.2465974589815E-5,0
2015-05-22 16:00:00,110.49,61.36,923,0,4462,0,-23.34,60184.714,-0.0037292764140543,0
2015-05-25 16:00:00,113.65,64.94,3578,0,0,0,-22.8,60184.714,-0.0002363998642847,0
2015-05-26 16:00:00,122.34,69.5,4565.55,0,7944,-8447,-23.77,60659.267,0,0
2015-05-27 16:00:00,125.34,72.31,2804.69,0,4160,-9313,-23.53,65787.954,-0.0011651704197385,0
2015-05-28 16:00:00,112.67,66.15,0,-6159.85,9619,-2854,-21.87,59005.1,-0.053168846142874,0
2015-05-29 16:00:00,116.13,67.07,924.64,0,7615,-12362,-22.7,63714.738,-0.047899531579125,0
2015-06-01 16:00:00,127.14,74.43,7363.69,0,11651,-8307,-23.21,60337.431,-0.0059354172253141,0
2015-06-02 16:00:00,136.85,79.1,4664.64,0,5301,-10363,-24.38,65374.068,0,0
2015-06-03 16:00:00,138.18,79.96,857,0,4714,0,-24.44,60655.068,-0.0047837346033152,0
2015-06-04 16:00:00,137.39,80.13,176.88,0,0,-14122,-24.12,74747.946,-0.0054486586629847,0
2015-06-05 16:00:00,140,81.61,1477.91,0,5703,-9094,-24.33,78119.852,-0.0054271081544124,0
2015-06-08 16:00:00,133.92,80.18,0,-1426,4743,0,-22.97,73371.852,-0.013236448445222,0
2015-06-09 16:00:00,134.03,79.93,0,-254.2,14579,-9198,-23.12,67951.654,-0.014628537283401,0
2015-06-10 16:00:00,139.93,82.26,2327,0,0,0,-24.04,67951.654,-0.0039947831956838,0
2015-06-11 16:00:00,145.02,84.44,2187,0,3844,0,-24.72,64102.654,-0.00059061415278183,0
2015-06-12 16:00:00,148.96,86.7,2252,0,0,0,-25.01,64102.654,-0.0041764531952891,0
2015-06-15 16:00:00,144.01,84.75,0,-1943.01,26486,-29006,-24.29,66543.648,-0.014671636299917,0
2015-06-16 16:00:00,133.96,79.91,0,-4844.46,14391,-12462,-23.1,64572.186,-0.040508126497216,0
2015-06-17 16:00:00,139.03,82.23,2320.39,0,5338,-7610,-23.76,66821.576,-0.028133019934525,0
2015-06-18 16:00:00,131.18,78.65,0,-3584.4,12979,0,-22.72,53885.176,-0.047249346053544,0
2015-06-19 16:00:00,116.09,69.97,0,-8679.05,0,-34050,-21.34,87866.126,-0.093536465293383,0
2015-06-23 16:00:00,116.46,70.24,276.19,0,28139,-13807,-21.35,73475.319,-0.09206347247456,0
2015-06-24 16:00:00,120.88,72.67,2423.33,0,4413,-9667,-21.83,78704.652,-0.079139350188268,0
2015-06-25 16:00:00,111.7,68.76,0,-3909.77,10976,-15767,-20.28,83454.885,-0.099990923958322,0
2015-06-26 16:00:00,94.62,61.73,0,-7030.76,3848,-8756,-16.9,88339.129,-0.13748735978001,0
2015-06-29 16:00:00,80.94,56.5,0,-5223.63,11245,-4632,-13.51,81701.497,-0.16534603984857,0
2015-06-30 16:00:00,88.83,59.08,2578.98,0,8308,-7264,-15.75,80656.473,-0.15159184213929,0
2015-07-01 16:00:00,78.08,55.12,0,-3957.11,4914,-18112,-12.89,93811.361,-0.1726959163167,0
2015-07-02 16:00:00,65.94,50.95,0,-4175.09,11770,-5094,-9.03,87100.267,-0.19496253234213,0
2015-07-03 16:00:00,55.27,46.45,0,-4499,1805,0,-5.68,85280.267,-0.21895660421175,0
2015-07-06 16:00:00,46.97,42.56,0,-3889.53,18568,-9534,-3,76186.733,-0.23970027132341,0
2015-07-07 16:00:00,38.63,38.32,0,-4243.56,4966,-2559,-0.22,73727.174,-0.26233202496399,0
2015-07-08 16:00:00,34.63,35.14,0,-3176.59,0,-14592,0.38,88289.582,-0.27927342899788,0
2015-07-09 16:00:00,38.51,39.28,4141,0,24886,0,0.56,63368.582,-0.25718864313166,0
2015-07-10 16:00:00,43.02,43.2,3923.27,0,4008,-6732,0.13,66075.85,-0.2362650658132,0
2015-07-13 16:00:00,49.86,47.34,4137.79,0,0,-2965,-1.68,69038.645,-0.21419737285659,0
2015-07-14 16:00:00,54.93,49.39,2045.54,0,3067,-10464,-3.58,76410.181,-0.20328811795641,0
2015-07-15 16:00:00,48.37,47.21,0,-2180.32,4940,-26315,-0.78,97723.866,-0.21491617637127,0
2015-07-16 16:00:00,50,47.81,605.48,0,11418,-4516,-1.46,90797.35,-0.21168700842019,0
2015-07-17 16:00:00,58.29,51.24,3424,0,15480,0,-4.45,75292.35,-0.19342612776191,0
2015-07-20 16:00:00,63.25,54.02,2785.11,0,0,-10693,-5.65,85969.457,-0.17857259197116,0
2015-07-21 16:00:00,66.95,55.26,1234.16,0,0,-3838,-7,89798.619,-0.17199055780207,0
2015-07-22 16:00:00,69.7,55.6,346.92,0,0,-12078,-8.31,101849.541,-0.17014035300074,0
2015-07-23 16:00:00,75.08,56.63,1023.32,0,10902,-2685,-10.54,93609.856,-0.16468280828964,0
2015-07-24 16:00:00,73.37,56.02,0,-605.22,3850,-8222,-10.01,97958.634,-0.16791057894202,0
2015-07-27 16:00:00,61.25,51.87,0,-4154.46,14164,-2461,-5.82,86233.173,-0.1900671550286,0
2015-07-28 16:00:00,54.04,50.06,0,-1803.49,9929,-11489,-2.58,87756.684,-0.19968552459564,0
2015-07-29 16:00:00,61.38,51.23,1169.77,0,9738,-10226,-6.29,88214.458,-0.1934468845807,0
2015-07-30 16:00:00,56.96,50.01,0,-1225,3893,0,-4.43,84316.458,-0.19998005596107,0
2015-07-31 16:00:00,53.03,49.16,0,-842.51,0,-10512,-2.53,94802.946,-0.20447334190884,0
2015-08-03 16:00:00,44.73,46.76,0,-2407.38,4155,-4383,1.4,95016.563,-0.21731239963715,0
2015-08-04 16:00:00,53.72,49.05,2294.55,0,0,-4446,-3.04,99453.117,-0.20507508165878,0
2015-08-05 16:00:00,53.31,48.48,0,-576,4044,0,-3.15,95404.117,-0.20814700550783,0
2015-08-06 16:00:00,53.12,48.83,353.93,0,4896,-7072,-2.8,97558.045,-0.20625943629941,0
2015-08-07 16:00:00,59.02,50.79,1963.84,0,13985,-4157,-5.18,87705.888,-0.19578586659889,1
2015-08-10 16:00:00,67.2,53.54,2746,0,0,0,-8.17,87705.888,-0.18114089630461,1
2015-08-11 16:00:00,68.46,53.59,53,0,0,0,-8.83,87705.888,-0.18085823664489,1
2015-08-12 16:00:00,66,53.25,0,-341.52,0,-4522,-7.68,92218.366,-0.18267964216012,1
2015-08-13 16:00:00,71.03,54.67,1419,0,7513,0,-9.57,84695.366,-0.17511182976115,1
2015-08-14 16:00:00,72.18,55.41,742.86,0,0,-6144,-9.74,90828.222,-0.17115002930487,1
2015-08-17 16:00:00,75.25,56.39,979.94,0,14098,-5064,-10.76,81769.158,-0.16592383352545,1
2015-08-18 16:00:00,62.7,51.38,0,-5009.74,0,-3736,-6.96,85496.422,-0.19264176320578,1
2015-08-19 16:00:00,66.87,53.18,1792.8,0,10339,-4196,-8.2,79334.226,-0.18308037889279,1
2015-08-20 16:00:00,61.59,50.34,0,-2836,5238,0,-6.96,74091.226,-0.19820533728849,1
2015-08-21 16:00:00,52.77,46.56,0,-3784.98,5072,-7976,-4.06,76972.25,-0.21839137555673,0
2015-08-24 16:00:00,41.13,41.09,0,-5463.78,1176,-4782,-0.03,80558.468,-0.2475308238759,0
2015-08-25 16:00:00,30.77,36.44,0,-4650,7486,0,4.34,73032.468,-0.27233020911567,0
2015-08-26 16:00:00,25.16,34.11,0,-2335.04,17554,-8044,7.15,63469.424,-0.28478346840767,0
2015-08-27 16:00:00,29.3,36.66,2557.74,0,15552,-6260,5.69,54106.164,-0.27114252655753,0
2015-08-28 16:00:00,37.22,42.55,5883.19,0,14010,-11809,3.88,51853.355,-0.23976628568696,0
2015-08-31 16:00:00,31.9,37.74,0,-4811.58,8360,-5576,4.43,49048.779,-0.265427388232,0
2015-09-01 16:00:00,23.46,31.45,0,-6282.33,13756,-12334,6.47,47544.445,-0.29893233899994,0
2015-09-02 16:00:00,18.29,26.41,0,-5040.69,18336,-8693,6.86,37817.752,-0.32581536858756,0
2015-09-07 16:00:00,20.97,28.26,1846.9,0,8664,-6102,6.03,35224.65,-0.31596549009281,0
2015-09-08 16:00:00,26.94,31.94,3680.33,0,3590,-7672,3.94,39253.978,-0.2963375606561,0
2015-09-09 16:00:00,32.01,35.64,3695.23,0,8525,-16771,2.75,47413.207,-0.27663016118939,0
2015-09-10 16:00:00,30.12,33.47,0,-2160.75,10512,-6750,2.57,43619.457,-0.28815387552419,0
2015-09-11 16:00:00,31.93,34.99,1511,0,4288,0,2.32,39291.457,-0.28009540862155,0
2015-09-14 16:00:00,22.97,28.42,0,-6567.52,5301,-4718,4.43,38692.939,-0.31512130301965,0
2015-09-15 16:00:00,16.71,23.81,0,-4607.96,6054,-4962,6.08,37535.977,-0.33969649115045,0
2015-09-16 16:00:00,24.44,29.56,5751.79,0,10677,-10207,4.11,36975.77,-0.30902102224154,0
2015-09-17 16:00:00,23.25,27.66,0,-1906.12,16624,-15124,3.58,35410.646,-0.31918676490622,0
2015-09-18 16:00:00,25.36,28.5,845.2,0,10440,-8802,2.5,33708.844,-0.31467915398023,0
2015-09-21 16:00:00,30.2,32.14,3636.21,0,8614,-16790,1.49,41788.054,-0.29528651471082,0
2015-09-22 16:00:00,30.75,32.52,386.87,0,3655,-10130,1.35,48207.924,-0.29322325919089,0
2015-09-23 16:00:00,29.81,31.77,0,-757.3,8763,-4298,1.51,43683.626,-0.29726208173784,0
2015-09-24 16:00:00,31.54,32.58,813.64,0,6219,-4356,0.79,41781.27,-0.29292275464019,0
2015-09-25 16:00:00,26.75,29.14,0,-3439.09,5157,-8094,1.89,44685.176,-0.31126413463628,0
2015-09-28 16:00:00,30.06,31.28,2137.43,0,1225,-1569,0.94,45012.607,-0.29986478521855,0
2015-09-29 16:00:00,28.09,29.48,0,-1793.68,8009,-5681,1.09,42653.926,-0.30943084674893,0
2015-09-30 16:00:00,28.2,29.8,319.59,0,2658,-4413,1.25,44384.513,-0.30772642500041,0
2015-10-08 16:00:00,33.66,32.93,3121.58,0,11408,-8416,-0.55,41359.097,-0.29107838969411,0
2015-10-09 16:00:00,35.72,34.27,1341.23,0,7860,-16775,-1.07,50227.322,-0.28392536701277,0
2015-10-12 16:00:00,41.4,37.99,3727,0,0,0,-2.41,50227.322,-0.26404852641306,0
2015-10-13 16:00:00,43.53,38.76,764.18,0,3356,-8622,-3.32,55474.5,-0.25997301144236,0
2015-10-14 16:00:00,41.6,38.35,0,-408.16,3003,-4158,-2.3,56615.342,-0.26214980014789,0
2015-10-15 16:00:00,46.14,40.65,2300.43,0,11341,-15573,-3.76,60796.769,-0.24988116027929,0
2015-10-16 16:00:00,48.37,41.97,1324,0,3268,0,-4.31,57523.769,-0.24282000198736,0
2015-10-19 16:00:00,48.24,42.29,310.36,0,6396,-13638,-4.01,64727.131,-0.24116477901924,0
2015-10-20 16:00:00,51.25,43.59,1304.4,0,6602,-3596,-5.06,61702.535,-0.23420813013659,0
2015-10-21 16:00:00,41.71,36.79,0,-6804.27,16088,-4272,-3.47,49852.263,-0.27049668123427,0
2015-10-22 16:00:00,47.57,39.85,3062.18,0,1108,-3818,-5.23,52543.445,-0.2541654487413,0
2015-10-23 16:00:00,52.34,43.81,3958,0,3290,0,-5.6,49248.445,-0.2330566386813,0
2015-10-26 16:00:00,53.68,44.85,1042.05,0,17807,-17949,-5.75,49322.496,-0.22749917111388,0
2015-10-27 16:00:00,55.05,44.62,0,-232.25,2602,-3248,-6.73,49955.248,-0.22873779640919,0
2015-10-28 16:00:00,51.5,41.34,0,-3271.57,0,-2571,-6.71,52518.677,-0.2461857425529,0
2015-10-29 16:00:00,52.88,41.42,76.06,0,14043,-13944,-7.5,52370.733,-0.245780120608,0
2015-10-30 16:00:00,52.44,41.08,0,-340.66,19151,-7657,-7.45,40834.076,-0.24759691290426,0
2015-11-02 16:00:00,48.4,39.15,0,-1933.7,4700,-10699,-6.23,46802.377,-0.25790971859002,0
2015-11-03 16:00:00,48.06,37.98,0,-1161.27,14448,-14267,-6.81,46567.11,-0.26410298906297,0
2015-11-04 16:00:00,55.9,42.41,4424.92,0,4316,-4076,-8.65,46313.034,-0.24050397940002,0
2015-11-05 16:00:00,55.81,42.48,70.59,0,7432,-7408,-8.56,46261.626,-0.24012749806607,0
2015-11-06 16:00:00,59.76,44.25,1771,0,4073,0,-9.71,42183.626,-0.23068239887045,0
2015-11-09 16:00:00,62.85,46.39,2137.23,0,3860,-8775,-10.11,47074.851,-0.21928414809216,0
2015-11-10 16:00:00,64.43,47.08,688.52,0,7282,-12476,-10.55,52231.375,-0.21561211111951,0
2015-11-11 16:00:00,67.57,48.33,1255,0,0,0,-11.48,52231.375,-0.20891894370533,0
2015-11-12 16:00:00,68.15,48.22,0,-106.68,15041,-13684,-11.85,50820.691,-0.20948791093435,0
2015-11-13 16:00:00,64.82,47.76,0,-466.33,4338,-4332,-10.35,50800.359,-0.21197495328222,0
2015-11-16 16:00:00,69.14,49.02,1259.7,0,3504,-3297,-11.9,50580.062,-0.20525670382315,0
2015-11-17 16:00:00,67.72,49.01,0,-7.3,24220,-11301,-11.16,37549.761,-0.20529564152458,0
2015-11-18 16:00:00,64.72,45.68,0,-3329.33,4521,-8327,-11.56,41332.434,-0.22305161203257,0
2015-11-19 16:00:00,69.81,47.46,1781.01,0,2270,-6986,-13.16,46026.448,-0.21355310616087,0
2015-11-20 16:00:00,73.21,48.95,1485.64,0,5835,-12360,-14.01,52519.088,-0.2056298892388,0
2015-11-23 16:00:00,71.57,49,50.34,0,21466,-5660,-13.15,36627.428,-0.20536141589407,0
2015-11-24 16:00:00,73.53,50.81,1807.59,0,36409,-20410,-13.09,20473.018,-0.19572117486922,1
2015-11-25 16:00:00,77.46,53.24,2429.93,0,15190,-9065,-13.65,14273.953,-0.18276184278909,1
2015-11-26 16:00:00,76.21,52.23,0,-1001.48,5216,-4485,-13.61,13493.468,-0.1881029637196,1
2015-11-27 16:00:00,64.8,43.63,0,-8609.15,9131,-25154,-12.85,29431.314,-0.23401731353348,0
2015-11-30 16:00:00,65.93,44.28,658.29,0,8001,-17710,-13.05,39092.604,-0.23050652056369,0
2015-12-01 16:00:00,65.16,44.08,0,-201.66,4334,-6660,-12.76,41401.944,-0.23158201390293,0
2015-12-02 16:00:00,62.95,44.86,776.19,0,8639,-6814,-11.1,39550.13,-0.2274424578531,0
2015-12-03 16:00:00,67.61,47.44,2577.54,0,10485,-18464,-12.03,47470.666,-0.21369593995345,0
2015-12-04 16:00:00,67.26,47.33,0,-108.54,7137,-2540,-11.92,42856.126,-0.21427480560375,0
2015-12-07 16:00:00,69.85,47.77,438.32,0,6647,-2684,-13,38875.442,-0.21193717821864,0
2015-12-08 16:00:00,66.86,46.01,0,-1753.37,13041,-8366,-12.5,34167.076,-0.22128823174559,0
2015-12-09 16:00:00,66.47,44.13,0,-1885.28,7227,-7276,-13.42,34188.8,-0.23134278783318,0
2015-12-10 16:00:00,66.49,43.83,0,-297.32,3154,-3318,-13.61,34339.482,-0.23292844452581,0
2015-12-11 16:00:00,65.01,43.38,0,-450.49,4204,-9491,-13.11,39601.991,-0.23533100363464,0
2015-12-14 16:00:00,67.88,45,1625.18,0,23847,-23818,-13.63,39484.173,-0.22666358116093,0
2015-12-15 16:00:00,70.53,47.04,2032.39,0,6992,-3612,-13.77,36085.561,-0.21582444718917,0
2015-12-16 16:00:00,72.11,47.82,787.62,0,15533,-14376,-14.11,34879.185,-0.21162388998485,0
2015-12-17 16:00:00,77.19,50.67,2847.69,0,21793,-4313,-14.97,17324.872,-0.19643660246758,1
2015-12-18 16:00:00,76.36,51.27,600.43,0,16309,-17572,-14.23,18500.3,-0.1932343991814,1
2015-12-21 16:00:00,77.51,52.96,1686.15,0,25293,-23851,-13.83,16944.449,-0.18424182743459,1
2015-12-22 16:00:00,79.33,54.21,1248.74,0,14763,-8255,-14.01,10353.194,-0.17758201919347,1
2015-12-23 16:00:00,76.49,53.66,0,-547.73,5144,-5731,-12.94,10919.463,-0.18050317877987,1
2015-12-24 16:00:00,76.41,53.02,0,-639.67,4900,-7672,-13.26,13668.791,-0.18391467821107,1
2015-12-25 16:00:00,77.97,54.4,1382.61,0,7206,-4392,-13.24,10835.399,-0.1765409516675,1
2015-12-28 16:00:00,74.46,49.9,0,-4505.98,17590,-20981,-14.08,14145.418,-0.20057225461419,0
2015-12-29 16:00:00,76.75,51.56,1664.54,0,20603,-21456,-14.25,14916.962,-0.19169490667773,1
2015-12-30 16:00:00,79.29,52.91,1348.48,0,19840,-12521,-14.71,7520.441,-0.18450319695542,1
2015-12-31 16:00:00,76.1,50.99,0,-1920.32,9526,-12320,-14.26,10277.121,-0.1947446497433,1
2016-01-04 16:00:00,60.84,39.38,0,-11612.63,17809,-37634,-13.34,30004.487,-0.25667716247759,0
2016-01-05 16:00:00,56.81,37.93,0,-1451,0,0,-12.04,30004.487,-0.26441563731263,0
2016-01-06 16:00:00,61.09,40.94,3010.85,0,0,-2149,-12.51,32146.338,-0.2483581633667,0
2016-01-07 16:00:00,46.93,31.71,0,-9229,0,0,-10.36,32146.338,-0.29757827656624,0
2016-01-08 16:00:00,47.26,33.24,1535.22,0,4069,-7778,-9.52,35832.56,-0.2893906288659,0
2016-01-11 16:00:00,36.13,26.41,0,-6835.35,1758,-2346,-7.14,36398.214,-0.3258449038554,0
2016-01-12 16:00:00,35.84,25.63,0,-776.62,4765,-8615,-7.52,40214.599,-0.32998674784851,0
2016-01-13 16:00:00,30.01,23.29,0,-2341.14,3688,-2144,-5.17,38653.455,-0.34247253966739,0
2016-01-14 16:00:00,35.34,26.13,2844.31,0,1644,-1689,-6.81,38676.766,-0.32730325703713,0
2016-01-15 16:00:00,30.54,23.79,0,-2347.64,5026,-3636,-5.17,37263.13,-0.33982367199772,0
2016-01-18 16:00:00,33.73,25.51,1722.3,0,2177,-5698,-6.15,40748.432,-0.33063828903057,0
